Year,Month,Day,Hour,Minute,Second,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,Zodiac,Daylight,Phase
2018,1,1,0,0,0,280.006642,81.891595,257.469445,277.970551,223.767430,226.693541,271.133999,24.341287,341.668621,288.534476,Capricorn,9.294420,161.884957
2018,1,1,6,0,0,280.261422,85.565827,257.707302,278.285179,223.923375,226.735790,271.163315,24.340919,341.674037,288.542918,Capricorn,9.296705,165.304396
2018,1,1,12,0,0,280.516221,89.242467,257.949031,278.599805,224.079307,226.777938,271.192619,24.340603,341.679486,288.551364,Capricorn,9.299046,168.726243
2018,1,1,18,0,0,280.771021,92.919973,258.194522,278.914429,224.235216,226.819986,271.221910,24.340344,341.684964,288.559816,Capricorn,9.301445,172.148955
2018,1,2,0,0,0,281.025840,96.596824,258.443663,279.229051,224.391119,226.861931,271.251188,24.340137,341.690472,288.568269,Capricorn,9.303900,175.570985
2018,1,2,6,0,0,281.280639,100.271524,258.696344,279.543670,224.547002,226.903779,271.280454,24.339986,341.696011,288.576729,Capricorn,9.306412,178.990893
2018,1,2,12,0,0,281.535458,103.942618,258.952459,279.858287,224.702869,226.945520,271.309706,24.339886,341.701578,288.585190,Capricorn,9.308981,182.407165
2018,1,2,18,0,0,281.790238,107.608683,259.211913,280.172899,224.858721,226.987166,271.338945,24.339849,341.707177,288.593656,Capricorn,9.311606,185.818437
2018,1,3,0,0,0,282.045057,111.268360,259.474604,280.487511,225.014557,227.028701,271.368169,24.339857,341.712806,288.602124,Capricorn,9.314287,189.223294
2018,1,3,6,0,0,282.299856,114.920336,259.740436,280.802119,225.170374,227.070136,271.397380,24.339926,341.718463,288.610594,Capricorn,9.317025,192.620476
2018,1,3,12,0,0,282.554675,118.563370,260.009320,281.116725,225.326181,227.111466,271.426576,24.340045,341.724151,288.619072,Capricorn,9.319820,196.008689
2018,1,3,18,0,0,282.809475,122.196275,260.281163,281.431327,225.481961,227.152689,271.455757,24.340221,341.729869,288.627549,Capricorn,9.322671,199.386801
2018,1,4,0,0,0,283.064294,125.817942,260.555885,281.745927,225.637732,227.193809,271.484922,24.340448,341.735615,288.636030,Capricorn,9.325578,202.753647
2018,1,4,6,0,0,283.319112,129.427320,260.833397,282.060522,225.793487,227.234827,271.514072,24.340732,341.741391,288.644517,Capricorn,9.328542,206.108204
2018,1,4,12,0,0,283.573912,133.023452,261.113620,282.375115,225.949222,227.275735,271.543207,24.341071,341.747196,288.653002,Capricorn,9.331562,209.449543
2018,1,4,18,0,0,283.828731,136.605427,261.396479,282.689706,226.104946,227.316536,271.572325,24.341464,341.753029,288.661491,Capricorn,9.334638,212.776697
2018,1,5,0,0,0,284.083530,140.172445,261.681896,283.004293,226.260647,227.357233,271.601427,24.341908,341.758894,288.669984,Capricorn,9.337769,216.088922
2018,1,5,6,0,0,284.338349,143.723741,261.969799,283.318877,226.416335,227.397823,271.630513,24.342413,341.764787,288.678477,Capricorn,9.340957,219.385398
2018,1,5,12,0,0,284.593129,147.258653,262.260117,283.633456,226.572003,227.438305,271.659581,24.342969,341.770706,288.686973,Capricorn,9.344201,222.665516
2018,1,5,18,0,0,284.847948,150.776573,262.552782,283.948034,226.727658,227.478675,271.688632,24.343581,341.776658,288.695472,Capricorn,9.347501,225.928616
2018,1,6,0,0,0,285.102747,154.276975,262.847728,284.262607,226.883291,227.518943,271.717666,24.344246,341.782634,288.703971,Capricorn,9.350856,229.174223
2018,1,6,6,0,0,285.357547,157.759402,263.144895,284.577176,227.038904,227.559099,271.746681,24.344966,341.788643,288.712476,Capricorn,9.354268,232.401858
2018,1,6,12,0,0,285.612366,161.223461,263.444217,284.891742,227.194506,227.599144,271.775679,24.345739,341.794679,288.720976,Capricorn,9.357735,235.611096
2018,1,6,18,0,0,285.867165,164.668826,263.745637,285.206305,227.350092,227.639079,271.804658,24.346569,341.800744,288.729483,Capricorn,9.361257,238.801667
2018,1,7,0,0,0,286.121945,168.095241,264.049098,285.520864,227.505654,227.678910,271.833618,24.347453,341.806838,288.737989,Capricorn,9.364835,241.973289
2018,1,7,6,0,0,286.376745,171.502504,264.354543,285.835418,227.661200,227.718622,271.862559,24.348390,341.812958,288.746497,Capricorn,9.368469,245.125759
2018,1,7,12,0,0,286.631544,174.890481,264.661921,286.149969,227.816729,227.758226,271.891480,24.349382,341.819106,288.755008,Capricorn,9.372158,248.258943
2018,1,7,18,0,0,286.886324,178.259095,264.971179,286.464515,227.972240,227.797721,271.920382,24.350431,341.825286,288.763515,Capricorn,9.375902,251.372763
2018,1,8,0,0,0,287.141124,181.608321,265.282268,286.779059,228.127734,227.837103,271.949264,24.351535,341.831489,288.772028,Capricorn,9.379701,254.467196
2018,1,8,6,0,0,287.395923,184.938194,265.595139,287.093597,228.283211,227.876368,271.978126,24.352689,341.837725,288.780539,Capricorn,9.383556,257.542275
2018,1,8,12,0,0,287.650684,188.248797,265.909747,287.408131,228.438664,227.915523,272.006967,24.353904,341.843984,288.789050,Capricorn,9.387465,260.598112
2018,1,8,18,0,0,287.905483,191.540266,266.226047,287.722660,228.594100,227.954565,272.035787,24.355168,341.850273,288.797565,Capricorn,9.391430,263.634788
2018,1,9,0,0,0,288.160244,194.812783,266.543996,288.037188,228.749522,227.993491,272.064586,24.356487,341.856587,288.806075,Capricorn,9.395449,266.652539
2018,1,9,6,0,0,288.415004,198.066578,266.863551,288.351707,228.904925,228.032303,272.093364,24.357860,341.862930,288.814590,Capricorn,9.399524,269.651567
2018,1,9,12,0,0,288.669784,201.301924,267.184674,288.666223,229.060303,228.071002,272.122119,24.359292,341.869301,288.823103,Capricorn,9.403653,272.632147
2018,1,9,18,0,0,288.924545,204.519136,267.507325,288.980735,229.215669,228.109582,272.150853,24.360773,341.875702,288.831619,Capricorn,9.407836,275.594594
2018,1,10,0,0,0,289.179305,207.718572,267.831467,289.295244,229.371009,228.148052,272.179564,24.362313,341.882126,288.840131,Capricorn,9.412074,278.539263
2018,1,10,6,0,0,289.434066,210.900625,268.157064,289.609747,229.526334,228.186403,272.208252,24.363906,341.888581,288.848645,Capricorn,9.416367,281.466551
2018,1,10,12,0,0,289.688846,214.065726,268.484082,289.924243,229.681644,228.224634,272.236918,24.365553,341.895059,288.857157,Capricorn,9.420714,284.376885
2018,1,10,18,0,0,289.943587,217.214337,268.812486,290.238736,229.836929,228.262753,272.265559,24.367253,341.901566,288.865669,Capricorn,9.425115,287.270758
2018,1,11,0,0,0,290.198309,220.346971,269.142246,290.553224,229.992196,228.300749,272.294178,24.369007,341.908098,288.874180,Capricorn,9.429571,290.148653
2018,1,11,6,0,0,290.453050,223.464144,269.473329,290.867708,230.147441,228.338632,272.322772,24.370816,341.914660,288.882691,Capricorn,9.434080,293.011087
2018,1,11,12,0,0,290.707791,226.566415,269.805707,291.182183,230.302670,228.376391,272.351343,24.372683,341.921245,288.891201,Capricorn,9.438644,295.858619
2018,1,11,18,0,0,290.962532,229.654382,270.139349,291.496656,230.457874,228.414036,272.379888,24.374600,341.927859,288.899710,Capricorn,9.443261,298.691848
2018,1,12,0,0,0,291.217254,232.728656,270.474229,291.811124,230.613064,228.451561,272.408410,24.376572,341.934498,288.908218,Capricorn,9.447932,301.511410
2018,1,12,6,0,0,291.471976,235.789872,270.810320,292.125588,230.768230,228.488963,272.436905,24.378599,341.941165,288.916723,Capricorn,9.452658,304.317887
2018,1,12,12,0,0,291.726698,238.838698,271.147596,292.440044,230.923375,228.526243,272.465375,24.380681,341.947855,288.925228,Capricorn,9.457436,307.112002
2018,1,12,18,0,0,291.981400,241.875822,271.486033,292.754493,231.078505,228.563410,272.493821,24.382819,341.954575,288.933733,Capricorn,9.462268,309.894415
2018,1,13,0,0,0,292.236122,244.901945,271.825606,293.068943,231.233609,228.600451,272.522239,24.385009,341.961317,288.942235,Capricorn,9.467154,312.665827
2018,1,13,6,0,0,292.490805,247.917805,272.166292,293.383380,231.388697,228.637367,272.550631,24.387253,341.968089,288.950734,Capricorn,9.472092,315.427002
2018,1,13,12,0,0,292.745487,250.924139,272.508070,293.697815,231.543765,228.674170,272.578997,24.389550,341.974884,288.959232,Capricorn,9.477084,318.178652
2018,1,13,18,0,0,293.000170,253.921722,272.850919,294.012243,231.698807,228.710844,272.607336,24.391905,341.981704,288.967731,Capricorn,9.482129,320.921551
2018,1,14,0,0,0,293.254853,256.911331,273.194818,294.326667,231.853833,228.747396,272.635647,24.394310,341.988552,288.976220,Capricorn,9.487227,323.656476
2018,1,14,6,0,0,293.509536,259.893769,273.539747,294.641084,232.008832,228.783826,272.663931,24.396773,341.995423,288.984714,Capricorn,9.492378,326.384230
2018,1,14,12,0,0,293.764200,262.869851,273.885687,294.955494,232.163812,228.820127,272.692188,24.399289,342.002321,288.993203,Capricorn,9.497582,329.105656
2018,1,14,18,0,0,294.018844,265.840411,274.232622,295.269902,232.318777,228.856308,272.720416,24.401856,342.009243,289.001689,Capricorn,9.502838,331.821558
2018,1,15,0,0,0,294.273507,268.806293,274.580533,295.584298,232.473712,228.892361,272.748616,24.404477,342.016193,289.010174,Capricorn,9.508147,334.532784
2018,1,15,6,0,0,294.528132,271.768359,274.929404,295.898690,232.628628,228.928292,272.776786,24.407156,342.023167,289.018656,Capricorn,9.513508,337.240220
2018,1,15,12,0,0,294.782795,274.727482,275.279219,296.213076,232.783527,228.964097,272.804929,24.409887,342.030166,289.027133,Capricorn,9.518922,339.944687
2018,1,15,18,0,0,295.037420,277.684549,275.629961,296.527459,232.938400,228.999771,272.833041,24.412671,342.037187,289.035610,Capricorn,9.524388,342.647124
2018,1,16,0,0,0,295.292025,280.640460,275.981617,296.841830,233.093253,229.035325,272.861124,24.415508,342.044236,289.044082,Capricorn,9.529905,345.348433
2018,1,16,6,0,0,295.546649,283.596125,276.334174,297.156199,233.248076,229.070747,272.889177,24.418405,342.051306,289.052552,Capricorn,9.535476,348.049468
2018,1,16,12,0,0,295.801255,286.552465,276.687616,297.470558,233.402888,229.106038,272.917200,24.421346,342.058403,289.061014,Capricorn,9.541097,350.751206
2018,1,16,18,0,0,296.055860,289.510411,277.041932,297.784912,233.557675,229.141209,272.945192,24.424345,342.065524,289.069477,Capricorn,9.546771,353.454550
2018,1,17,0,0,0,296.310445,292.470905,277.397108,298.099257,233.712435,229.176246,272.973154,24.427401,342.072669,289.077935,Capricorn,9.552495,356.160469
2018,1,17,6,0,0,296.565012,295.434892,277.753134,298.413599,233.867177,229.211156,273.001085,24.430509,342.079838,289.086390,Capricorn,9.558272,358.869882
2018,1,17,12,0,0,296.819578,298.403327,278.109997,298.727932,234.021894,229.245939,273.028984,24.433671,342.087033,289.094839,Capricorn,9.564100,1.583742
2018,1,17,18,0,0,297.074164,301.377176,278.467688,299.042255,234.176587,229.280584,273.056851,24.436883,342.094250,289.103286,Capricorn,9.569979,4.303016
2018,1,18,0,0,0,297.328711,304.357392,278.826195,299.356578,234.331259,229.315106,273.084686,24.440151,342.101491,289.111730,Capricorn,9.575909,7.028685
2018,1,18,6,0,0,297.583258,307.344955,279.185511,299.670888,234.485905,229.349493,273.112489,24.443471,342.108756,289.120164,Capricorn,9.581890,9.761700
2018,1,18,12,0,0,297.837766,310.340821,279.545622,299.985193,234.640530,229.383752,273.140259,24.446847,342.116047,289.128599,Capricorn,9.587922,12.503045
2018,1,18,18,0,0,298.092293,313.345953,279.906523,300.299489,234.795134,229.417876,273.167997,24.450275,342.123357,289.137026,Capricorn,9.594005,15.253657
2018,1,19,0,0,0,298.346821,316.361323,280.268203,300.613781,234.949710,229.451871,273.195701,24.453757,342.130692,289.145452,Capricorn,9.600138,18.014508
2018,1,19,6,0,0,298.601329,319.387871,280.630657,300.928060,235.104266,229.485728,273.223372,24.457288,342.138051,289.153871,Capricorn,9.606322,20.786535
2018,1,19,12,0,0,298.855837,322.426543,280.993875,301.242335,235.258796,229.519457,273.251009,24.460874,342.145433,289.162285,Capricorn,9.612556,23.570714
2018,1,19,18,0,0,299.110286,325.478264,281.357851,301.556604,235.413307,229.553050,273.278612,24.464517,342.152837,289.170697,Capricorn,9.618840,26.367970
2018,1,20,0,0,0,299.364794,328.543961,281.722577,301.870866,235.567785,229.586509,273.306181,24.468211,342.160266,289.179099,Capricorn,9.625175,29.179173
2018,1,20,6,0,0,299.619244,331.624507,282.088046,302.185115,235.722243,229.619833,273.333714,24.471957,342.167717,289.187497,Capricorn,9.631560,32.005254
2018,1,20,12,0,0,299.873694,334.720780,282.454254,302.499360,235.876682,229.653025,273.361213,24.475756,342.175189,289.195890,Capricorn,9.637993,34.847089
2018,1,20,18,0,0,300.128163,337.833611,282.821193,302.813595,236.031089,229.686079,273.388677,24.479610,342.182686,289.204276,Aquarius,9.644478,37.705455
2018,1,21,0,0,0,300.382574,340.963797,283.188859,303.127819,236.185473,229.718995,273.416105,24.483513,342.190205,289.212657,Aquarius,9.651011,40.581230
2018,1,21,6,0,0,300.637004,344.112114,283.557248,303.442042,236.339836,229.751779,273.443497,24.487475,342.197746,289.221036,Aquarius,9.657594,43.475109
2018,1,21,12,0,0,300.891415,347.279272,283.926352,303.756255,236.494171,229.784422,273.470853,24.491485,342.205309,289.229405,Aquarius,9.664226,46.387856
2018,1,21,18,0,0,301.145807,350.465944,284.296169,304.070457,236.648482,229.816930,273.498172,24.495548,342.212894,289.237768,Aquarius,9.670907,49.320144
2018,1,22,0,0,0,301.400179,353.672743,284.666694,304.384650,236.802768,229.849300,273.525455,24.499663,342.220502,289.246126,Aquarius,9.677637,52.272559
2018,1,22,6,0,0,301.654570,356.900224,285.037924,304.698836,236.957028,229.881532,273.552701,24.503833,342.228131,289.254476,Aquarius,9.684416,55.245656
2018,1,22,12,0,0,301.908923,0.148872,285.409855,305.013014,237.111259,229.913626,273.579909,24.508055,342.235781,289.262823,Aquarius,9.691243,58.239948
2018,1,22,18,0,0,302.163275,3.419104,285.782481,305.327186,237.265466,229.945579,273.607079,24.512331,342.243455,289.271161,Aquarius,9.698119,61.255825
2018,1,23,0,0,0,302.417608,6.711258,286.155804,305.641344,237.419655,229.977394,273.634212,24.516657,342.251149,289.279494,Aquarius,9.705043,64.293649
2018,1,23,6,0,0,302.671942,10.025587,286.529816,305.955499,237.573808,230.009067,273.661307,24.521031,342.258864,289.287816,Aquarius,9.712016,67.353650
2018,1,23,12,0,0,302.926275,13.362261,286.904518,306.269638,237.727938,230.040606,273.688362,24.525466,342.266600,289.296136,Aquarius,9.719037,70.435995
2018,1,23,18,0,0,303.180569,16.721356,287.279907,306.583771,237.882044,230.071997,273.715380,24.529946,342.274359,289.304445,Aquarius,9.726106,73.540788
2018,1,24,0,0,0,303.434844,20.102845,287.655978,306.897898,238.036123,230.103250,273.742358,24.534482,342.282138,289.312750,Aquarius,9.733222,76.668003
2018,1,24,6,0,0,303.689119,23.506607,288.032734,307.212014,238.190175,230.134358,273.769296,24.539066,342.289939,289.321045,Aquarius,9.740386,79.817490
2018,1,24,12,0,0,303.943394,26.932416,288.410173,307.526123,238.344199,230.165322,273.796195,24.543708,342.297760,289.329334,Aquarius,9.747598,82.989026
2018,1,24,18,0,0,304.197630,30.379945,288.788290,307.840219,238.498199,230.196151,273.823054,24.548397,342.305601,289.337612,Aquarius,9.754857,86.182308
2018,1,25,0,0,0,304.451885,33.848755,289.167087,308.154304,238.652168,230.226831,273.849873,24.553143,342.313464,289.345890,Aquarius,9.762163,89.396870
2018,1,25,6,0,0,304.706102,37.338303,289.546561,308.468383,238.806115,230.257369,273.876650,24.557936,342.321344,289.354156,Aquarius,9.769517,92.632199
2018,1,25,12,0,0,304.960299,40.847939,289.926710,308.782449,238.960028,230.287763,273.903387,24.562781,342.329249,289.362414,Aquarius,9.776916,95.887642
2018,1,25,18,0,0,305.214496,44.376906,290.307535,309.096510,239.113921,230.318008,273.930082,24.567678,342.337172,289.370660,Aquarius,9.784363,99.162417
2018,1,26,0,0,0,305.468674,47.924350,290.689038,309.410559,239.267782,230.348114,273.956737,24.572627,342.345115,289.378905,Aquarius,9.791856,102.455668
2018,1,26,6,0,0,305.722852,51.489321,291.071220,309.724601,239.421617,230.378074,273.983349,24.577627,342.353079,289.387135,Aquarius,9.799396,105.766475
2018,1,26,12,0,0,305.977010,55.070771,291.454069,310.038625,239.575421,230.407887,274.009920,24.582680,342.361062,289.395363,Aquarius,9.806982,109.093760
2018,1,26,18,0,0,306.231149,58.667562,291.837599,310.352648,239.729203,230.437553,274.036448,24.587782,342.369065,289.403578,Aquarius,9.814614,112.436413
2018,1,27,0,0,0,306.485268,62.278500,292.221808,310.666653,239.882950,230.467071,274.062933,24.592936,342.377087,289.411785,Aquarius,9.822291,115.793240
2018,1,27,6,0,0,306.739368,65.902291,292.606690,310.980655,240.036672,230.496443,274.089376,24.598138,342.385132,289.419984,Aquarius,9.830015,119.162921
2018,1,27,12,0,0,306.993449,69.537595,292.992249,311.294640,240.190365,230.525665,274.115775,24.603398,342.393192,289.428173,Aquarius,9.837784,122.544143
2018,1,27,18,0,0,307.247530,73.183019,293.378488,311.608624,240.344028,230.554742,274.142131,24.608703,342.401275,289.436353,Aquarius,9.845598,125.935483
2018,1,28,0,0,0,307.501610,76.837117,293.765408,311.922588,240.497664,230.583672,274.168443,24.614061,342.409372,289.444523,Aquarius,9.853458,129.335498
2018,1,28,6,0,0,307.755652,80.498423,294.153004,312.236547,240.651269,230.612450,274.194710,24.619470,342.417490,289.452690,Aquarius,9.861363,132.742776
2018,1,28,12,0,0,308.009674,84.165438,294.541289,312.550492,240.804848,230.641078,274.220934,24.624927,342.425630,289.460842,Aquarius,9.869312,136.155762
2018,1,28,18,0,0,308.263697,87.836655,294.930251,312.864430,240.958397,230.669561,274.247112,24.630438,342.433785,289.468984,Aquarius,9.877307,139.572951
2018,1,29,0,0,0,308.517700,91.510564,295.319895,313.178351,241.111912,230.697887,274.273246,24.636001,342.441962,289.477118,Aquarius,9.885346,142.992859
2018,1,29,6,0,0,308.771683,95.185660,295.710229,313.492272,241.265402,230.726067,274.299335,24.641611,342.450155,289.485241,Aquarius,9.893429,146.413982
2018,1,29,12,0,0,309.025647,98.860460,296.101249,313.806169,241.418863,230.754096,274.325377,24.647270,342.458368,289.493355,Aquarius,9.901557,149.834808
2018,1,29,18,0,0,309.279592,102.533498,296.492957,314.120060,241.572288,230.781968,274.351374,24.652978,342.466600,289.501462,Aquarius,9.909728,153.253899
2018,1,30,0,0,0,309.533536,106.203345,296.885362,314.433942,241.725686,230.809689,274.377325,24.658739,342.474847,289.509555,Aquarius,9.917944,156.669800
2018,1,30,6,0,0,309.787461,109.868614,297.278457,314.747813,241.879057,230.837267,274.403230,24.664552,342.483115,289.517636,Aquarius,9.926203,160.081149
2018,1,30,12,0,0,310.041348,113.527960,297.672250,315.061669,242.032394,230.864682,274.429087,24.670413,342.491398,289.525710,Aquarius,9.934506,163.486603
2018,1,30,18,0,0,310.295254,117.180088,298.066740,315.375522,242.185701,230.891946,274.454898,24.676326,342.499701,289.533775,Aquarius,9.942852,166.884840
2018,1,31,0,0,0,310.549120,120.823766,298.461931,315.689350,242.338976,230.919056,274.480661,24.682284,342.508022,289.541827,Aquarius,9.951241,170.274653
2018,1,31,6,0,0,310.802968,124.457819,298.857827,316.003174,242.492222,230.946015,274.506377,24.688295,342.516358,289.549868,Aquarius,9.959674,173.654842
2018,1,31,12,0,0,311.056815,128.081138,299.254429,316.316987,242.645435,230.972814,274.532044,24.694357,342.524714,289.557898,Aquarius,9.968149,177.024324
2018,1,31,18,0,0,311.310624,131.692677,299.651737,316.630788,242.798617,230.999457,274.557664,24.700466,342.533084,289.565916,Aquarius,9.976666,180.382053
2018,2,1,0,0,0,311.564433,135.291454,300.049755,316.944573,242.951767,231.025950,274.583236,24.706626,342.541477,289.573928,Aquarius,9.985227,183.727020
2018,2,1,6,0,0,311.818222,138.876557,300.448495,317.258350,243.104888,231.052283,274.608758,24.712834,342.549879,289.581923,Aquarius,9.993829,187.058340
2018,2,1,12,0,0,312.071972,142.447156,300.847946,317.572109,243.257973,231.078464,274.634232,24.719089,342.558306,289.589908,Aquarius,10.002473,190.375184
2018,2,1,18,0,0,312.325722,146.002472,301.248120,317.885863,243.411027,231.104482,274.659655,24.725398,342.566746,289.597881,Aquarius,10.011160,193.676746
2018,2,2,0,0,0,312.579453,149.541807,301.649018,318.199605,243.564050,231.130346,274.685030,24.731753,342.575201,289.605845,Aquarius,10.019888,196.962352
2018,2,2,6,0,0,312.833145,153.064529,302.050643,318.513332,243.717044,231.156052,274.710354,24.738155,342.583674,289.613797,Aquarius,10.028657,200.231374
2018,2,2,12,0,0,313.086857,156.570070,302.452996,318.827045,243.869999,231.181602,274.735629,24.744610,342.592165,289.621738,Aquarius,10.037468,203.483215
2018,2,2,18,0,0,313.340530,160.057942,302.856082,319.140746,244.022924,231.206992,274.760852,24.751113,342.600668,289.629663,Aquarius,10.046321,206.717413
2018,2,3,0,0,0,313.594183,163.527704,303.259908,319.454434,244.175813,231.232221,274.786025,24.757662,342.609192,289.637579,Aquarius,10.055213,209.933529
2018,2,3,6,0,0,313.847797,166.978997,303.664472,319.768109,244.328675,231.257293,274.811147,24.764264,342.617732,289.645482,Aquarius,10.064147,213.131203
2018,2,3,12,0,0,314.101411,170.411512,304.069783,320.081769,244.481499,231.282198,274.836217,24.770908,342.626283,289.653375,Aquarius,10.073121,216.310100
2018,2,3,18,0,0,314.355026,173.825013,304.475840,320.395423,244.634290,231.306956,274.861237,24.777607,342.634854,289.661251,Aquarius,10.082137,219.469983
2018,2,4,0,0,0,314.608601,177.219317,304.882646,320.709059,244.787046,231.331544,274.886205,24.784347,342.643440,289.669115,Aquarius,10.091192,222.610723
2018,2,4,6,0,0,314.862157,180.594302,305.290211,321.022682,244.939775,231.355969,274.911119,24.791138,342.652040,289.676969,Aquarius,10.100287,225.732144
2018,2,4,12,0,0,315.115694,183.949905,305.698527,321.336293,245.092461,231.380239,274.935981,24.797978,342.660655,289.684811,Aquarius,10.109422,228.834210
2018,2,4,18,0,0,315.369211,187.286115,306.107611,321.649891,245.245116,231.404345,274.960791,24.804867,342.669288,289.692642,Aquarius,10.118596,231.916911
2018,2,5,0,0,0,315.622709,190.602978,306.517461,321.963472,245.397739,231.428287,274.985548,24.811799,342.677932,289.700455,Aquarius,10.127810,234.980265
2018,2,5,6,0,0,315.876187,193.900591,306.928077,322.277041,245.550322,231.452064,275.010251,24.818784,342.686593,289.708257,Aquarius,10.137064,238.024396
2018,2,5,12,0,0,316.129646,197.179104,307.339468,322.590597,245.702877,231.475679,275.034900,24.825811,342.695273,289.716047,Aquarius,10.146356,241.049453
2018,2,5,18,0,0,316.383105,200.438711,307.751638,322.904136,245.855392,231.499133,275.059497,24.832892,342.703962,289.723820,Aquarius,10.155687,244.055606
2018,2,6,0,0,0,316.636506,203.679655,308.164588,323.217665,246.007873,231.522425,275.084038,24.840017,342.712669,289.731583,Aquarius,10.165057,247.043150
2018,2,6,6,0,0,316.889906,206.902226,308.578319,323.531180,246.160317,231.545545,275.108525,24.847186,342.721390,289.739331,Aquarius,10.174465,250.012321
2018,2,6,12,0,0,317.143268,210.106759,308.992844,323.844682,246.312729,231.568506,275.132958,24.854405,342.730123,289.747065,Aquarius,10.183911,252.963481
2018,2,6,18,0,0,317.396649,213.293622,309.408159,324.158165,246.465101,231.591296,275.157336,24.861673,342.738871,289.754786,Aquarius,10.193397,255.896972
2018,2,7,0,0,0,317.649972,216.463232,309.824272,324.471640,246.617441,231.613929,275.181658,24.868986,342.747633,289.762494,Aquarius,10.202918,258.813264
2018,2,7,6,0,0,317.903295,219.616034,310.241181,324.785096,246.769741,231.636391,275.205924,24.876344,342.756410,289.770184,Aquarius,10.212479,261.712747
2018,2,7,12,0,0,318.156579,222.752527,310.658898,325.098535,246.922007,231.658690,275.230135,24.883751,342.765198,289.777865,Aquarius,10.222076,264.595949
2018,2,7,18,0,0,318.409863,225.873223,311.077421,325.411964,247.074236,231.680819,275.254289,24.891204,342.774003,289.785527,Aquarius,10.231712,267.463355
2018,2,8,0,0,0,318.663108,228.978686,311.496762,325.725379,247.226427,231.702778,275.278388,24.898701,342.782820,289.793178,Aquarius,10.241383,270.315582
2018,2,8,6,0,0,318.916334,232.069488,311.916910,326.038778,247.378582,231.724573,275.302428,24.906247,342.791652,289.800815,Aquarius,10.251092,273.153148
2018,2,8,12,0,0,319.169540,235.146257,312.337885,326.352160,247.530698,231.746199,275.326413,24.913837,342.800497,289.808438,Aquarius,10.260837,275.976708
2018,2,8,18,0,0,319.422727,238.209626,312.759676,326.665532,247.682779,231.767654,275.350339,24.921477,342.809353,289.816043,Aquarius,10.270619,278.786896
2018,2,9,0,0,0,319.675914,241.260263,313.182299,326.978880,247.834818,231.788943,275.374209,24.929157,342.818225,289.823636,Aquarius,10.280438,281.584351
2018,2,9,6,0,0,319.929043,244.298868,313.605746,327.292216,247.986824,231.810065,275.398021,24.936890,342.827107,289.831211,Aquarius,10.290291,284.369829
2018,2,9,12,0,0,320.182172,247.326155,314.030035,327.605540,248.138789,231.831012,275.421775,24.944665,342.836002,289.838774,Aquarius,10.300181,287.143990
2018,2,9,18,0,0,320.435261,250.342863,314.455155,327.918850,248.290719,231.851791,275.445470,24.952482,342.844913,289.846317,Aquarius,10.310107,289.907598
2018,2,10,0,0,0,320.688332,253.349744,314.881114,328.232142,248.442608,231.872402,275.469107,24.960346,342.853832,289.853848,Aquarius,10.320068,292.661407
2018,2,10,6,0,0,320.941402,256.347586,315.307921,328.545419,248.594457,231.892837,275.492684,24.968257,342.862767,289.861364,Aquarius,10.330065,295.406177
2018,2,10,12,0,0,321.194434,259.337184,315.735571,328.858680,248.746270,231.913103,275.516203,24.976213,342.871712,289.868869,Aquarius,10.340096,298.142757
2018,2,10,18,0,0,321.447446,262.319351,316.164073,329.171926,248.898040,231.933199,275.539661,24.984214,342.880669,289.876350,Aquarius,10.350162,300.871907
2018,2,11,0,0,0,321.700438,265.294923,316.593434,329.485148,249.049774,231.953122,275.563060,24.992258,342.889638,289.883821,Aquarius,10.360263,303.594488
2018,2,11,6,0,0,321.953373,268.264746,317.023643,329.798363,249.201468,231.972875,275.586400,25.000351,342.898620,289.891274,Aquarius,10.370396,306.311375
2018,2,11,12,0,0,322.206326,271.229682,317.454713,330.111557,249.353122,231.992453,275.609678,25.008485,342.907612,289.898710,Aquarius,10.380566,309.023349
2018,2,11,18,0,0,322.459241,274.190612,317.886647,330.424739,249.504735,232.011859,275.632896,25.016666,342.916617,289.906133,Aquarius,10.390769,311.731370
2018,2,12,0,0,0,322.712117,277.148424,318.319438,330.737902,249.656306,232.031089,275.656054,25.024892,342.925633,289.913540,Aquarius,10.401005,314.436302
2018,2,12,6,0,0,322.965013,280.104022,318.753103,331.051049,249.807842,232.050150,275.679150,25.033157,342.934661,289.920927,Aquarius,10.411276,317.139018
2018,2,12,12,0,0,323.217850,283.058323,319.187632,331.364182,249.959334,232.069032,275.702185,25.041468,342.943697,289.928302,Aquarius,10.421580,319.840466
2018,2,12,18,0,0,323.470648,286.012253,319.623036,331.677292,250.110783,232.087742,275.725159,25.049825,342.952749,289.935659,Aquarius,10.431916,322.541597
2018,2,13,0,0,0,323.723447,288.966745,320.059311,331.990390,250.262195,232.106274,275.748069,25.058229,342.961810,289.942997,Aquarius,10.442285,325.243291
2018,2,13,6,0,0,323.976226,291.922751,320.496457,332.303472,250.413563,232.124634,275.770918,25.066671,342.970883,289.950322,Aquarius,10.452687,327.946525
2018,2,13,12,0,0,324.229005,294.881224,320.934480,332.616536,250.564893,232.142820,275.793704,25.075159,342.979962,289.957626,Aquarius,10.463122,330.652226
2018,2,13,18,0,0,324.481706,297.843124,321.373379,332.929580,250.716175,232.160822,275.816427,25.083692,342.989055,289.964917,Aquarius,10.473589,333.361409
